PC_CODE,COMMODITY,STATE,Country,UNIT,Quantity,Trade_Value_USD,,,
C9,PROCESSED VEGETABLES,UTTAR PRADESH,NETHERLANDANTIL,KGS,150,378,,,
C9,PROCESSED VEGETABLES,UTTAR PRADESH,NEW ZEALAND,KGS,28332,82426,,,
C9,PROCESSED VEGETABLES,UTTAR PRADESH,NORWAY,KGS,123188,114359,,,
C9,PROCESSED VEGETABLES,UTTAR PRADESH,OMAN,KGS,3666,13320,,,
C9,PROCESSED VEGETABLES,UTTAR PRADESH,PHILIPPINES,KGS,3002,8006,,,
C9,PROCESSED VEGETABLES,UTTAR PRADESH,PORTUGAL,KGS,240,805,,,
C9,PROCESSED VEGETABLES,UTTAR PRADESH,QATAR,KGS,23416,71217,,,
C9,PROCESSED VEGETABLES,UTTAR PRADESH,RUSSIA,KGS,38220,42762,,,
C9,PROCESSED VEGETABLES,UTTAR PRADESH,SAUDI ARAB,KGS,5240,17795,,,
C9,PROCESSED VEGETABLES,UTTAR PRADESH,SINGAPORE,KGS,11263,34830,,,
C9,PROCESSED VEGETABLES,UTTAR PRADESH,SPAIN,KGS,1260,2728,,,
C9,PROCESSED VEGETABLES,UTTAR PRADESH,ST LUCIA,KGS,45,378,,,
C9,PROCESSED VEGETABLES,UTTAR PRADESH,SWEDEN,KGS,10769,31069,,,
C9,PROCESSED VEGETABLES,UTTAR PRADESH,SWITZERLAND,KGS,730,76362,,,
C9,PROCESSED VEGETABLES,UTTAR PRADESH,THAILAND,KGS,9591,29876,,,
C9,PROCESSED VEGETABLES,UTTAR PRADESH,TRINIDAD,KGS,40,132,,,
C9,PROCESSED VEGETABLES,UTTAR PRADESH,U ARAB EMTS,KGS,322067,405329,,,
C9,PROCESSED VEGETABLES,UTTAR PRADESH,U K,KGS,159636,417048,,,
C9,PROCESSED VEGETABLES,UTTAR PRADESH,U S A,KGS,488371,1642100,,,
C9,PROCESSED VEGETABLES,UTTARAKHAND,AUSTRALIA,KGS,107,200,,,
C9,PROCESSED VEGETABLES,UTTARAKHAND,BELGIUM,KGS,250,8526,,,
C9,PROCESSED VEGETABLES,UTTARAKHAND,GERMANY,KGS,139427,2354673,,,
C9,PROCESSED VEGETABLES,UTTARAKHAND,ISRAEL,KGS,135,5725,,,
C9,PROCESSED VEGETABLES,UTTARAKHAND,MALAYSIA,KGS,500,3982,,,
C9,PROCESSED VEGETABLES,UTTARAKHAND,MAURITIUS,KGS,18058,41964,,,
C9,PROCESSED VEGETABLES,UTTARAKHAND,NEPAL,KGS,142923,428292,,,
C9,PROCESSED VEGETABLES,UTTARAKHAND,U ARAB EMTS,KGS,2088,21186,,,
C9,PROCESSED VEGETABLES,UTTARAKHAND,U K,KGS,1800,13032,,,
C9,PROCESSED VEGETABLES,UTTARAKHAND,U S A,KGS,67078,366340,,,
C9,PROCESSED VEGETABLES,WEST BENGAL,BAHARAIN IS,KGS,1140,2852,,,
C9,PROCESSED VEGETABLES,WEST BENGAL,BANGLADESH PR,KGS,177972,122702,,,
C9,PROCESSED VEGETABLES,WEST BENGAL,BHUTAN,KGS,633675,633516,,,
C9,PROCESSED VEGETABLES,WEST BENGAL,CANADA,KGS,10200,11341,,,
C9,PROCESSED VEGETABLES,WEST BENGAL,FRANCE,KGS,6595,9209,,,
C9,PROCESSED VEGETABLES,WEST BENGAL,GERMANY,KGS,110,165,,,
C9,PROCESSED VEGETABLES,WEST BENGAL,HONG KONG,KGS,129,383,,,
C9,PROCESSED VEGETABLES,WEST BENGAL,IRELAND,KGS,1318,2507,,,
C9,PROCESSED VEGETABLES,WEST BENGAL,ITALY,KGS,3027,6564,,,
C9,PROCESSED VEGETABLES,WEST BENGAL,LEBANON,KGS,148,110,,,
C9,PROCESSED VEGETABLES,WEST BENGAL,MALAYSIA,KGS,23030,8192,,,
C9,PROCESSED VEGETABLES,WEST BENGAL,MALDIVES,KGS,0,0,,,
C9,PROCESSED VEGETABLES,WEST BENGAL,NEPAL,KGS,15,23,,,
C9,PROCESSED VEGETABLES,WEST BENGAL,NETHERLAND,KGS,160,282,,,
C9,PROCESSED VEGETABLES,WEST BENGAL,QATAR,KGS,1475,1460,,,
C9,PROCESSED VEGETABLES,WEST BENGAL,SINGAPORE,KGS,39733,25593,,,
C9,PROCESSED VEGETABLES,WEST BENGAL,U ARAB EMTS,KGS,80052,44787,,,
C9,PROCESSED VEGETABLES,WEST BENGAL,U K,KGS,183038,254425,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,AFGHANISTAN,KGS,275200,449189,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,ALBANIA,KGS,25800,15919,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,ALGERIA,KGS,883480,1024259,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,ANGOLA,KGS,1375622,1132355,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,ARMENIA,KGS,18240,20203,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,AUSTRALIA,KGS,181749,367210,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,BAHARAIN IS,KGS,58272,107328,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,BANGLADESH PR,KGS,107600,50549,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,BARBADOS,KGS,34400,49700,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,BELGIUM,KGS,1725013,1856181,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,BHUTAN,KGS,74328,96725,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,CAMEROON,KGS,17200,17593,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,CANADA,KGS,404864,460500,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,CHINA P RP,KGS,1015290,1299878,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,COSTA RICA,KGS,59852,57494,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,CYPRUS,KGS,25536,22788,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,DENMARK,KGS,1266340,1546534,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,EGYPT A RP,KGS,198720,241118,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,ESTONIA,KGS,109440,159491,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,FIJI IS,KGS,26220,40046,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,FINLAND,KGS,277440,384848,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,FR POLYNESIA,KGS,103600,145163,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,FRANCE,KGS,1300507,1781786,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,GEORGIA,KGS,145866,213043,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,GERMANY,KGS,1509757,1752195,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,GHANA,KGS,5160,2386,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,GREECE,KGS,22000,27942,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,HONG KONG,KGS,2790,3545,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,HUNGARY,KGS,22360,14945,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,INDONESIA,KGS,1789408,911619,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,IRAN,KGS,1082960,1381399,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,IRAQ,KGS,440404,342731,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,IRELAND,KGS,22831,76234,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,ISRAEL,KGS,300960,329528,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,ITALY,KGS,870476,1332503,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,JAMAICA,KGS,18240,21922,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,JAPAN,KGS,672286,826884,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,JORDAN,KGS,430825,487794,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,KAZAKHSTAN,KGS,119248,112346,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,KENYA,KGS,68144,82784,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,KOREA RP,KGS,855502,1043470,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,KUWAIT,KGS,3907198,3984937,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,LATVIA,KGS,18240,21687,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,LEBANON,KGS,1085256,1292605,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,LIBYA,KGS,712500,561261,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,LITHUANIA,KGS,127680,141404,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,MALAYSIA,KGS,358228,295174,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,MALDIVES,KGS,18983,32416,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,MAURITIUS,KGS,92118,121550,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,MOROCCO,KGS,52440,46629,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,NEPAL,KGS,1233054,976470,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,NETHERLAND,KGS,18533884,20253263,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,NEW ZEALAND,KGS,296003,437752,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,NIGERIA,KGS,25536,30462,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,NORWAY,KGS,542705,379905,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,OMAN,KGS,1138142,1192109,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,PAKISTAN IR,KGS,94848,105631,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,PHILIPPINES,KGS,13700,32427,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,POLAND,KGS,1292312,1592443,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,PORTUGAL,KGS,287152,343257,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,QATAR,KGS,1324690,1580364,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,ROMANIA,KGS,71535,65199,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,RUSSIA,KGS,3357991,4208539,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,SAUDI ARAB,KGS,15242554,15296404,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,SINGAPORE,KGS,219650,345466,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,SLOVENIA,KGS,17200,26833,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,SOUTH AFRICA,KGS,273728,259054,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,SOUTH SUDAN,KGS,23940,13548,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,SPAIN,KGS,747172,773060,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,SWEDEN,KGS,49450,39477,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,SYRIA,KGS,36480,46629,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,TAIWAN,KGS,161038,202285,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,TANZANIA REP,KGS,1581980,1474116,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,THAILAND,KGS,136776,370917,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,TRINIDAD,KGS,25,91,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,TUNISIA,KGS,448108,412180,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,TURKEY,KGS,144505,125002,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,U ARAB EMTS,KGS,11086265,13309794,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,U K,KGS,2825708,3542245,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,U S A,KGS,2263836,3106439,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,UKRAINE,KGS,136756,159077,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,VIETNAM SOC REP,KGS,92360,85639,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,YEMEN REPUBLC,KGS,2056805,2020149,,,
D1,PROCESSED FRUITS AND JUICES,ANDHRA PRADESH,ZAMBIA,KGS,5160,2715,,,
D1,PROCESSED FRUITS AND JUICES,ASSAM,BANGLADESH PR,KGS,384,1545,,,
D1,PROCESSED FRUITS AND JUICES,ASSAM,BHUTAN,KGS,2323,3935,,,
D1,PROCESSED FRUITS AND JUICES,ASSAM,ESTONIA,KGS,13176,39184,,,
D1,PROCESSED FRUITS AND JUICES,BIHAR,AUSTRALIA,KGS,463,9143,,,
D1,PROCESSED FRUITS AND JUICES,BIHAR,BHUTAN,KGS,51545,65841,,,
D1,PROCESSED FRUITS AND JUICES,BIHAR,CANADA,KGS,28707,113564,,,
D1,PROCESSED FRUITS AND JUICES,BIHAR,IRAN,KGS,4992,29815,,,
D1,PROCESSED FRUITS AND JUICES,BIHAR,ITALY,KGS,19692,38085,,,
D1,PROCESSED FRUITS AND JUICES,BIHAR,MALAYSIA,KGS,80,775,,,
D1,PROCESSED FRUITS AND JUICES,BIHAR,NEPAL,KGS,560492,580636,,,
D1,PROCESSED FRUITS AND JUICES,BIHAR,NETHERLAND,KGS,97230,291575,,,
D1,PROCESSED FRUITS AND JUICES,BIHAR,OMAN,KGS,264,3788,,,
D1,PROCESSED FRUITS AND JUICES,BIHAR,PHILIPPINES,KGS,500,5343,,,
D1,PROCESSED FRUITS AND JUICES,BIHAR,QATAR,KGS,20034,30051,,,
D1,PROCESSED FRUITS AND JUICES,BIHAR,SAUDI ARAB,KGS,23424,325531,,,
D1,PROCESSED FRUITS AND JUICES,BIHAR,SINGAPORE,KGS,490,4928,,,
D1,PROCESSED FRUITS AND JUICES,BIHAR,SRI LANKA DSR,KGS,71005,103719,,,
D1,PROCESSED FRUITS AND JUICES,BIHAR,TANZANIA REP,KGS,200,3188,,,
D1,PROCESSED FRUITS AND JUICES,BIHAR,U ARAB EMTS,KGS,414176,3666748,,,
D1,PROCESSED FRUITS AND JUICES,BIHAR,U K,KGS,2655,35065,,,
D1,PROCESSED FRUITS AND JUICES,BIHAR,U S A,KGS,3964,60418,,,
D1,PROCESSED FRUITS AND JUICES,CHANDIGARH,AUSTRALIA,KGS,240,911,,,
D1,PROCESSED FRUITS AND JUICES,CHANDIGARH,CANADA,KGS,20545,71033,,,
D1,PROCESSED FRUITS AND JUICES,CHANDIGARH,NEW ZEALAND,KGS,12,50,,,
D1,PROCESSED FRUITS AND JUICES,CHANDIGARH,U S A,KGS,207,546,,,
D1,PROCESSED FRUITS AND JUICES,CHHATTISGARH,BANGLADESH PR,KGS,2298850,549767,,,
D1,PROCESSED FRUITS AND JUICES,CHHATTISGARH,LIBYA,KGS,1285000,1082095,,,
D1,PROCESSED FRUITS AND JUICES,CHHATTISGARH,NEPAL,KGS,9880,60232,,,
D1,PROCESSED FRUITS AND JUICES,CHHATTISGARH,OMAN,KGS,24000,29976,,,
D1,PROCESSED FRUITS AND JUICES,CHHATTISGARH,U ARAB EMTS,KGS,10045,56643,,,
D1,PROCESSED FRUITS AND JUICES,CHHATTISGARH,U K,KGS,12100,17121,,,
D1,PROCESSED FRUITS AND JUICES,"DADRA,NH,DAMAN,DIU",ANGOLA,KGS,49,118,,,
D1,PROCESSED FRUITS AND JUICES,"DADRA,NH,DAMAN,DIU",BAHARAIN IS,KGS,1675,3506,,,
D1,PROCESSED FRUITS AND JUICES,"DADRA,NH,DAMAN,DIU",CANADA,KGS,4500,5342,,,
D1,PROCESSED FRUITS AND JUICES,"DADRA,NH,DAMAN,DIU",CONGO D. REP.,KGS,510,630,,,
D1,PROCESSED FRUITS AND JUICES,"DADRA,NH,DAMAN,DIU",FIJI IS,KGS,15000,46537,,,
D1,PROCESSED FRUITS AND JUICES,"DADRA,NH,DAMAN,DIU",MALAYSIA,KGS,3670,6659,,,
D1,PROCESSED FRUITS AND JUICES,"DADRA,NH,DAMAN,DIU",NIGERIA,KGS,240,518,,,
D1,PROCESSED FRUITS AND JUICES,"DADRA,NH,DAMAN,DIU",QATAR,KGS,4798,14066,,,
D1,PROCESSED FRUITS AND JUICES,"DADRA,NH,DAMAN,DIU",SAUDI ARAB,KGS,4933,19979,,,
D1,PROCESSED FRUITS AND JUICES,"DADRA,NH,DAMAN,DIU",SWITZERLAND,KGS,2,27,,,
D1,PROCESSED FRUITS AND JUICES,"DADRA,NH,DAMAN,DIU",U ARAB EMTS,KGS,3001,6319,,,
D1,PROCESSED FRUITS AND JUICES,"DADRA,NH,DAMAN,DIU",U S A,KGS,1200,1567,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,ALGERIA,KGS,12860,8289,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,AUSTRALIA,KGS,202253,789497,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,AUSTRIA,KGS,492,1644,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,BAHARAIN IS,KGS,12150,13136,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,BELGIUM,KGS,2000,10260,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,BHUTAN,KGS,2943,8695,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,CANADA,KGS,379593,1523510,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,CONGO P REP,KGS,151,826,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,CZECH REPUBLIC,KGS,1790,6012,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,DENMARK,KGS,6177,18019,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,ETHIOPIA,KGS,240,701,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,FRANCE,KGS,14866,42214,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,GEORGIA,KGS,4467,10405,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,GERMANY,KGS,15664,39977,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,GHANA,KGS,7585,14342,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,GREECE,KGS,23471,36470,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,HONG KONG,KGS,24219,113917,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,HUNGARY,KGS,25,229,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,INDONESIA,KGS,420,1729,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,IRELAND,KGS,979,5831,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,ITALY,KGS,10272,64232,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,JAPAN,KGS,4693,17015,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,KAZAKHSTAN,KGS,5,137,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,KENYA,KGS,285,1078,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,KOREA RP,KGS,5402,12575,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,KUWAIT,KGS,70869,94146,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,KYRGHYZSTAN,KGS,483,1121,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,MACAO,KGS,663,3048,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,MALAYSIA,KGS,760,6039,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,MALDIVES,KGS,504,4120,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,MALTA,KGS,360,1454,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,MAURITIUS,KGS,1350,2118,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,MOROCCO,KGS,33600,68141,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,NEPAL,KGS,258190,605867,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,NETHERLAND,KGS,27484,148783,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,NEW ZEALAND,KGS,28336,69237,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,NIGERIA,KGS,2594,15906,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,OMAN,KGS,158,713,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,PANAMA REPUBLIC,KGS,352,1566,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,PHILIPPINES,KGS,9324,48117,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,PORTUGAL,KGS,9620,14268,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,QATAR,KGS,75606,148031,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,ROMANIA,KGS,119,410,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,RUSSIA,KGS,47645,80370,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,SAUDI ARAB,KGS,75398,154352,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,SINGAPORE,KGS,10704,106788,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,SOMALIA,KGS,2220,2877,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,SOUTH AFRICA,KGS,17705,26840,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,SPAIN,KGS,14736,22649,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,SURINAME,KGS,25,86,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,SWEDEN,KGS,4204,16513,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,SWITZERLAND,KGS,11175,42377,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,TAJIKISTAN,KGS,10,11,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,THAILAND,KGS,21173,65054,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,TOGO,KGS,178,526,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,TRINIDAD,KGS,88,484,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,U ARAB EMTS,KGS,210874,443955,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,U K,KGS,105745,274045,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,U S A,KGS,259904,921527,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,VIETNAM SOC REP,KGS,5240,14682,,,
D1,PROCESSED FRUITS AND JUICES,DELHI,YEMEN REPUBLC,KGS,1600,10899,,,
D1,PROCESSED FRUITS AND JUICES,GOA,AUSTRALIA,KGS,1340,2680,,,
D1,PROCESSED FRUITS AND JUICES,GOA,CANADA,KGS,254,1023,,,
D1,PROCESSED FRUITS AND JUICES,GOA,CAYMAN IS,KGS,143,642,,,
D1,PROCESSED FRUITS AND JUICES,GOA,U ARAB EMTS,KGS,0,6,,,
D1,PROCESSED FRUITS AND JUICES,GOA,U K,KGS,4233,39063,,,
D1,PROCESSED FRUITS AND JUICES,GOA,U S A,KGS,2000,15474,,,
D1,PROCESSED FRUITS AND JUICES,GUJARAT,AFGHANISTAN,KGS,1632304,1741080,,,
D1,PROCESSED FRUITS AND JUICES,GUJARAT,ALBANIA,KGS,309575,451850,,,
D1,PROCESSED FRUITS AND JUICES,GUJARAT,ALGERIA,KGS,112000,139413,,,
D1,PROCESSED FRUITS AND JUICES,GUJARAT,ANGOLA,KGS,373980,735860,,,
D1,PROCESSED FRUITS AND JUICES,GUJARAT,ARGENTINA,KGS,500,1200,,,
D1,PROCESSED FRUITS AND JUICES,GUJARAT,ARMENIA,KGS,3143,6300,,,
D1,PROCESSED FRUITS AND JUICES,GUJARAT,AUSTRALIA,KGS,3439904,7889554,,,
D1,PROCESSED FRUITS AND JUICES,GUJARAT,AUSTRIA,KGS,17646,35002,,,
D1,PROCESSED FRUITS AND JUICES,GUJARAT,AZERBAIJAN,KGS,74000,106202,,,
D1,PROCESSED FRUITS AND JUICES,GUJARAT,BAHARAIN IS,KGS,508938,963969,,,
D1,PROCESSED FRUITS AND JUICES,GUJARAT,BANGLADESH PR,KGS,108076,258690,,,
D1,PROCESSED FRUITS AND JUICES,GUJARAT,BELARUS,KGS,1080,2425,,,
D1,PROCESSED FRUITS AND JUICES,GUJARAT,BELGIUM,KGS,281568,574084,,,
D1,PROCESSED FRUITS AND JUICES,GUJARAT,BELIZE,KGS,37584,57471,,,
D1,PROCESSED FRUITS AND JUICES,GUJARAT,BENIN,KGS,1828,7333,,,
D1,PROCESSED FRUITS AND JUICES,GUJARAT,BHUTAN,KGS,1327,14790,,,
D1,PROCESSED FRUITS AND JUICES,GUJARAT,BOSNIA-HRZGOVIN,KGS,25000,36769,,,
D1,PROCESSED FRUITS AND JUICES,GUJARAT,BRAZIL,KGS,53010,90038,,,
D1,PROCESSED FRUITS AND JUICES,GUJARAT,BULGARIA,KGS,27030,44615,,,
D1,PROCESSED FRUITS AND JUICES,GUJARAT,BURKINA FASO,KGS,2728,3048,,,
D1,PROCESSED FRUITS AND JUICES,GUJARAT,CAMEROON,KGS,252544,503448,,,
D1,PROCESSED FRUITS AND JUICES,GUJARAT,CANADA,KGS,5086792,10398935,,,
D1,PROCESSED FRUITS AND JUICES,GUJARAT,CAYMAN IS,KGS,12147,12700,,,
D1,PROCESSED FRUITS AND JUICES,GUJARAT,CHILE,KGS,45050,109963,,,
D1,PROCESSED FRUITS AND JUICES,GUJARAT,CHINA P RP,KGS,664648,1006315,,,
D1,PROCESSED FRUITS AND JUICES,GUJARAT,COLOMBIA,KGS,756451,1218514,,,
D1,PROCESSED FRUITS AND JUICES,GUJARAT,CONGO D. REP.,KGS,1884,8832,,,
D1,PROCESSED FRUITS AND JUICES,GUJARAT,CONGO P REP,KGS,1220,3884,,,
D1,PROCESSED FRUITS AND JUICES,GUJARAT,COSTA RICA,KGS,282260,477011,,,
D1,PROCESSED FRUITS AND JUICES,GUJARAT,COTE D' IVOIRE,KGS,1135,3169,,,
D1,PROCESSED FRUITS AND JUICES,GUJARAT,CROATIA,KGS,1138101,1513948,,,
D1,PROCESSED FRUITS AND JUICES,GUJARAT,CYPRUS,KGS,53244,121911,,,
D1,PROCESSED FRUITS AND JUICES,GUJARAT,CZECH REPUBLIC,KGS,51026,79959,,,
D1,PROCESSED FRUITS AND JUICES,GUJARAT,DENMARK,KGS,151384,328801,,,
D1,PROCESSED FRUITS AND JUICES,GUJARAT,DJIBOUTI,KGS,23832,37458,,,
D1,PROCESSED FRUITS AND JUICES,GUJARAT,DOMINIC REP,KGS,512216,837676,,,
D1,PROCESSED FRUITS AND JUICES,GUJARAT,EGYPT A RP,KGS,180035,384652,,,
D1,PROCESSED FRUITS AND JUICES,GUJARAT,EQUTL GUINEA,KGS,344,2274,,,
D1,PROCESSED FRUITS AND JUICES,GUJARAT,ESTONIA,KGS,55749,111008,,,
D1,PROCESSED FRUITS AND JUICES,GUJARAT,FIJI IS,KGS,253427,561700,,,
